geneName,geneID,zScore
MMEL1,ENSG00000277131,-1.112848719
DCTN3,ENSG00000137100,-1.112824393
WDR86,ENSG00000187260,-1.11263924
AOC2,ENSG00000131480,-1.112521867
SLC2A8,ENSG00000136856,-1.11249378
OR10AD1,ENSG00000172640,-1.111886817
OGFR,ENSG00000060491,-1.110370098
MAGED1,ENSG00000179222,-1.109968565
TSR3,ENSG00000007520,-1.109953471
GOSR1,ENSG00000108587,-1.109921774
CTNNBL1,ENSG00000132792,-1.109910707
SH3KBP1,ENSG00000147010,-1.109808758
GNPDA2,ENSG00000163281,-1.109624457
OR52I2,ENSG00000226288,-1.109538487
ASPH,ENSG00000198363,-1.10942732
TXK,ENSG00000074966,-1.108829551
ATF6B,ENSG00000168468,-1.108692437
ATF6B,ENSG00000234539,-1.108692437
ATF6B,ENSG00000228628,-1.108692437
ATF6B,ENSG00000213676,-1.108692437
CBS,ENSG00000160200,-1.108122418
TENT5D,ENSG00000174016,-1.107802367
CRMP1,ENSG00000072832,-1.107693425
INTS8,ENSG00000164941,-1.107433649
ACE2,ENSG00000130234,-1.107423305
ABT1,ENSG00000146109,-1.107038882
SPG7,ENSG00000197912,-1.106348037
GNGT2,ENSG00000167083,-1.106346483
LRRC31,ENSG00000114248,-1.106161785
WDR27,ENSG00000184465,-1.105869454
PCDHB15,ENSG00000113248,-1.105251673
EPHA8,ENSG00000070886,-1.105236446
ADCY6,ENSG00000174233,-1.104642773
ZAN,ENSG00000146839,-1.103695043
ABCC9,ENSG00000069431,-1.103270896
ZSWIM4,ENSG00000132003,-1.103024502
KRIT1,ENSG00000001631,-1.102411647
PNLDC1,ENSG00000146453,-1.102356478
GLUD1,ENSG00000148672,-1.101786056
MYH9,ENSG00000100345,-1.101131151
RPP40,ENSG00000124787,-1.101044068
RAB3GAP2,ENSG00000118873,-1.10103677
ADAMTS9,ENSG00000163638,-1.100865952
PICALM,ENSG00000073921,-1.100704784
OXER1,ENSG00000162881,-1.100251096
NUDT1,ENSG00000106268,-1.099981284
MRPS36,ENSG00000134056,-1.099948722
MRPS36,ENSG00000278461,-1.099948722
RRAGB,ENSG00000083750,-1.099180266
SHC3,ENSG00000148082,-1.098752737
EXTL2,ENSG00000162694,-1.098607187
ITPA,ENSG00000125877,-1.09850995
TICRR,ENSG00000140534,-1.098505301
BRD4,ENSG00000141867,-1.096844194
CHRAC1,ENSG00000104472,-1.09673287
SAMD1,ENSG00000141858,-1.09613001
KCNT2,ENSG00000162687,-1.095620319
TDG,ENSG00000139372,-1.095298387
PHOX2B,ENSG00000109132,-1.095212168
ESRP2,ENSG00000103067,-1.095199912
ZAR1,ENSG00000182223,-1.095079058
BRPF1,ENSG00000156983,-1.095067062
HTR1B,ENSG00000135312,-1.094610852
PLP1,ENSG00000123560,-1.093500597
CCNL1,ENSG00000163660,-1.093403824
AQP6,ENSG00000086159,-1.092089841
SMIM21,ENSG00000206026,-1.09206958
MRPS14,ENSG00000120333,-1.092026195
RFT1,ENSG00000163933,-1.09191919
BID,ENSG00000015475,-1.091746723
CATIP,ENSG00000158428,-1.091611293
ADGRL1,ENSG00000072071,-1.091458167
SOSTDC1,ENSG00000171243,-1.091446063
EIF3F,ENSG00000175390,-1.09096012
TMEM102,ENSG00000181284,-1.090954561
TMEM102,ENSG00000284228,-1.090954561
CEACAM1,ENSG00000079385,-1.090837053
ADD2,ENSG00000075340,-1.090831033
SNX13,ENSG00000071189,-1.090719089
SH3BP5,ENSG00000131370,-1.090033661
GBX2,ENSG00000168505,-1.089935373
SRRD,ENSG00000100104,-1.089612748
SLC2A9,ENSG00000109667,-1.089386835
PSD2,ENSG00000146005,-1.088399341
LMNA,ENSG00000160789,-1.088119318
PHF7,ENSG00000010318,-1.087501031
BMP2K,ENSG00000138756,-1.087209215
MAP3K9,ENSG00000006432,-1.087185513
DDX58,ENSG00000107201,-1.086248705
CPSF2,ENSG00000165934,-1.085932827
TMEM60,ENSG00000135211,-1.085228855
KPNA2,ENSG00000182481,-1.085017412
DIMT1,ENSG00000086189,-1.084973843
MUS81,ENSG00000172732,-1.084506227
SLC35C2,ENSG00000080189,-1.084495385
MTMR9,ENSG00000104643,-1.084413555
BTG1,ENSG00000133639,-1.084193367
FAM129C,ENSG00000167483,-1.084088733
MRPL57,ENSG00000173141,-1.083322767
SMAD7,ENSG00000101665,-1.083019597
MXD4,ENSG00000123933,-1.082890884
ACSL4,ENSG00000068366,-1.082689733
SPATA25,ENSG00000149634,-1.082544964
PSTK,ENSG00000179988,-1.082358754
PKN1,ENSG00000123143,-1.08196242
CDS1,ENSG00000163624,-1.080849953
B3GALNT2,ENSG00000282880,-1.080393625
B3GALNT2,ENSG00000162885,-1.080393625
CDH12,ENSG00000154162,-1.080290352
PPP1R12C,ENSG00000125503,-1.080259166
AQP3,ENSG00000165272,-1.080193921
GRIN3A,ENSG00000198785,-1.079803277
ASGR2,ENSG00000161944,-1.079636914
SALL1,ENSG00000103449,-1.079339058
EPHX1,ENSG00000143819,-1.079318643
AREG,ENSG00000109321,-1.078894918
WNT5B,ENSG00000111186,-1.077373445
SPSB4,ENSG00000175093,-1.077371906
CDC73,ENSG00000134371,-1.076413966
ATP5MD,ENSG00000173915,-1.075771755
PDZD2,ENSG00000133401,-1.075645795
SH2B1,ENSG00000178188,-1.075422992
ATP5F1D,ENSG00000099624,-1.075161359
CCDC32,ENSG00000128891,-1.075094895
LAIR2,ENSG00000277335,-1.074835747
LAIR2,ENSG00000167618,-1.074835747
LAIR2,ENSG00000274084,-1.074835747
LAIR2,ENSG00000275819,-1.074835747
LAIR2,ENSG00000274084,-1.074835747
LAIR2,ENSG00000167618,-1.074835747
LAIR2,ENSG00000275819,-1.074835747
LAIR2,ENSG00000277335,-1.074835747
CCDC8,ENSG00000169515,-1.07471839
SLC39A1,ENSG00000143570,-1.074364559
LRP5,ENSG00000162337,-1.07398266
PAX1,ENSG00000125813,-1.072528585
TMEM43,ENSG00000170876,-1.071528727
CHST12,ENSG00000136213,-1.071184576
GALT,ENSG00000213930,-1.071050105
CD6,ENSG00000013725,-1.071037724
SLC15A3,ENSG00000110446,-1.070409682
DNAJC28,ENSG00000177692,-1.070334563
DNAJC28,ENSG00000262911,-1.070334563
P4HA2,ENSG00000072682,-1.070215389
SPPL2C,ENSG00000278194,-1.070096044
SPPL2C,ENSG00000185294,-1.070096044
SPPL2C,ENSG00000277106,-1.070096044
BRDT,ENSG00000137948,-1.069706778
MAMLD1,ENSG00000013619,-1.069095344
DEFB127,ENSG00000088782,-1.069091724
MRE11,ENSG00000020922,-1.069036025
PAPPA2,ENSG00000116183,-1.068940678
INTS5,ENSG00000185085,-1.068811082
ISG15,ENSG00000187608,-1.067680363
HDAC2,ENSG00000196591,-1.06720754
SLC25A38,ENSG00000144659,-1.067165896
TRIB2,ENSG00000071575,-1.066012953
AHDC1,ENSG00000126705,-1.066001967
CUL1,ENSG00000055130,-1.065908621
PEAK3,ENSG00000188305,-1.065790633
NTNG2,ENSG00000196358,-1.065512653
NEK8,ENSG00000160602,-1.065302392
UTP6,ENSG00000108651,-1.064873874
TREM1,ENSG00000124731,-1.064385965
ATRNL1,ENSG00000107518,-1.064300019
DLX4,ENSG00000108813,-1.064017935
ZNF335,ENSG00000198026,-1.063672883
RNF170,ENSG00000120925,-1.06326344
LILRA3,ENSG00000275841,-1.063010834
LILRA3,ENSG00000273884,-1.063010834
LILRA3,ENSG00000276175,-1.063010834
LILRA3,ENSG00000278046,-1.063010834
CNTFR,ENSG00000122756,-1.062500561
UTP4,ENSG00000141076,-1.062239726
UTP4,ENSG00000262788,-1.062239726
RWDD1,ENSG00000111832,-1.062007541
MDN1,ENSG00000112159,-1.061019983
PKD2L2,ENSG00000078795,-1.060779517
MX1,ENSG00000157601,-1.060583356
DIO3,ENSG00000197406,-1.060578237
GDA,ENSG00000119125,-1.060494192
DEFB107A,ENSG00000186572,-1.060340678
DEFB107B,ENSG00000284979,-1.060340678
UBTF,ENSG00000108312,-1.060208393
GPR152,ENSG00000175514,-1.059797155
FKBPL,ENSG00000204315,-1.059054407
FKBPL,ENSG00000230907,-1.059054407
FKBPL,ENSG00000223666,-1.059054407
FKBPL,ENSG00000224200,-1.059054407
DPEP1,ENSG00000015413,-1.058739085
SERPINE1,ENSG00000106366,-1.0585254
MINAR1,ENSG00000169330,-1.058085501
TMED9,ENSG00000184840,-1.057830868
HFE,ENSG00000010704,-1.05767039
CCDC148,ENSG00000153237,-1.057310348
ATP6V1E1,ENSG00000131100,-1.05715025
SERPINB3,ENSG00000057149,-1.056859693
OR51E2,ENSG00000167332,-1.056551531
GPR180,ENSG00000152749,-1.056351631
SFTA2,ENSG00000206465,-1.056288159
SFTA2,ENSG00000237814,-1.056288159
SFTA2,ENSG00000230072,-1.056288159
SFTA2,ENSG00000224246,-1.056288159
SFTA2,ENSG00000196260,-1.056288159
SFTA2,ENSG00000225454,-1.056288159
KRT26,ENSG00000186393,-1.056249968
MED31,ENSG00000108590,-1.056029208
CHRM5,ENSG00000184984,-1.055927438
CCDC126,ENSG00000169193,-1.055613091
PINK1,ENSG00000158828,-1.055550991
FAM206A,ENSG00000119328,-1.054403913
NELFE,ENSG00000206268,-1.054372578
NELFE,ENSG00000206357,-1.054372578
NELFE,ENSG00000233801,-1.054372578
NELFE,ENSG00000204356,-1.054372578
NELFE,ENSG00000229363,-1.054372578
NELFE,ENSG00000231044,-1.054372578
HAO2,ENSG00000116882,-1.053400442
WDR24,ENSG00000127580,-1.053241609
MED7,ENSG00000155868,-1.053004639
OPLAH,ENSG00000178814,-1.052890478
PPP2R3B,ENSG00000273850,-1.052776385
PPP2R3B,ENSG00000167393,-1.052776385
PPP2R3B,ENSG00000276438,-1.052776385
ITGA2B,ENSG00000005961,-1.052757193
CNTNAP2,ENSG00000174469,-1.052685718
CNTNAP2,ENSG00000278728,-1.052685718
ACY1,ENSG00000243989,-1.052374578
AATK,ENSG00000181409,-1.051776916
TAP2,ENSG00000237599,-1.050892408
TAP2,ENSG00000225967,-1.050892408
TAP2,ENSG00000228582,-1.050892408
TAP2,ENSG00000206235,-1.050892408
TAP2,ENSG00000206299,-1.050892408
TAP2,ENSG00000204267,-1.050892408
TAP2,ENSG00000232326,-1.050892408
TAP2,ENSG00000223481,-1.050892408
CALCR,ENSG00000004948,-1.050244489
TNNC2,ENSG00000101470,-1.050184452
LIMK2,ENSG00000182541,-1.050057382
PPRC1,ENSG00000148840,-1.050048038
AAK1,ENSG00000115977,-1.050040247
PROZ,ENSG00000126231,-1.049732556
CYP2U1,ENSG00000155016,-1.049616483
C2orf66,ENSG00000187944,-1.049593946
BAG4,ENSG00000156735,-1.049369811
CALCRL,ENSG00000064989,-1.048836792
KIAA0586,ENSG00000100578,-1.047834196
FMNL1,ENSG00000184922,-1.047673635
DEF6,ENSG00000023892,-1.047039714
ZNF285,ENSG00000267508,-1.046443068
CDC16,ENSG00000130177,-1.045725947
MAPK12,ENSG00000188130,-1.044588443
AREL1,ENSG00000119682,-1.044265411
SERINC5,ENSG00000164300,-1.043620893
SCCPDH,ENSG00000143653,-1.043355944
HOXB8,ENSG00000120068,-1.043199203
TMEM156,ENSG00000121895,-1.043003533
IRF1,ENSG00000125347,-1.041837637
HSD17B11,ENSG00000198189,-1.041624634
EEF1A2,ENSG00000101210,-1.041450591
MIEF1,ENSG00000100335,-1.041247962
PHYH,ENSG00000107537,-1.040875561
CD209,ENSG00000090659,-1.040404327
KLK2,ENSG00000167751,-1.040295209
ITFG2,ENSG00000111203,-1.039990055
GSTM1,ENSG00000134184,-1.039980113
TRPS1,ENSG00000104447,-1.039867196
ZNF776,ENSG00000152443,-1.039626688
GSPT1,ENSG00000103342,-1.039252474
NAPRT,ENSG00000278488,-1.03903485
NAPRT,ENSG00000147813,-1.03903485
SCNN1G,ENSG00000166828,-1.037685525
APH1B,ENSG00000138613,-1.03762036
ZFAND5,ENSG00000107372,-1.03760221
CTPS1,ENSG00000171793,-1.03702898
TCAF2,ENSG00000285017,-1.036986996
TCAF2,ENSG00000170379,-1.036986996
NOX1,ENSG00000007952,-1.036625489
MT1H,ENSG00000205358,-1.03658417
DPEP2,ENSG00000167261,-1.03637327
ATP1A1,ENSG00000163399,-1.036296161
IFIT1,ENSG00000185745,-1.036051525
KCNJ4,ENSG00000168135,-1.035252823
ZNF839,ENSG00000022976,-1.035150052
RGS3,ENSG00000138835,-1.034910838
SVOP,ENSG00000166111,-1.03416537
MAGEC1,ENSG00000155495,-1.034119999
C11orf1,ENSG00000137720,-1.034118294
GABRA2,ENSG00000151834,-1.034048208
NUSAP1,ENSG00000137804,-1.034014047
LDHB,ENSG00000111716,-1.033352171
IGFBPL1,ENSG00000137142,-1.033065808
ELMO1,ENSG00000155849,-1.032965616
ZNF558,ENSG00000167785,-1.032559667
FAM71B,ENSG00000170613,-1.032451578
EDEM2,ENSG00000088298,-1.03223415
OR6C75,ENSG00000187857,-1.032167796
DSN1,ENSG00000149636,-1.032083844
SEC22B,ENSG00000265808,-1.031370744
AK6,ENSG00000085231,-1.031083288
AK6,ENSG00000279247,-1.031083288
ZNF99,ENSG00000213973,-1.03070667
ABCB1,ENSG00000085563,-1.030684549
CDC34,ENSG00000099804,-1.030653286
EXOSC4,ENSG00000178896,-1.030541216
FAM45A,ENSG00000119979,-1.030217595
PSG1,ENSG00000231924,-1.029337863
A4GALT,ENSG00000128274,-1.029285137
SLC10A3,ENSG00000126903,-1.028988486
PMEPA1,ENSG00000124225,-1.02893991
GRHL3,ENSG00000158055,-1.027585493
STK4,ENSG00000101109,-1.027561927
FZD5,ENSG00000163251,-1.026807875
RAB23,ENSG00000112210,-1.026750472
TMEM169,ENSG00000163449,-1.025728804
AMIGO2,ENSG00000139211,-1.025230371
PCDHAC2,ENSG00000243232,-1.025150148
GPX5,ENSG00000257770,-1.025073207
GPX5,ENSG00000224586,-1.025073207
COL27A1,ENSG00000196739,-1.024079667
LRP6,ENSG00000281324,-1.023848323
LRP6,ENSG00000070018,-1.023848323
BICDL1,ENSG00000135127,-1.023711069
CIZ1,ENSG00000148337,-1.023660227
MPP6,ENSG00000105926,-1.023629732
EBF1,ENSG00000164330,-1.023573713
EOGT,ENSG00000163378,-1.023482337
GPATCH1,ENSG00000076650,-1.023167969
GNA12,ENSG00000146535,-1.022037891
TMC1,ENSG00000165091,-1.021925461
FUCA1,ENSG00000179163,-1.02142144
GTF2B,ENSG00000137947,-1.021313777
ADCY1,ENSG00000164742,-1.021046002
UBXN11,ENSG00000158062,-1.021018422
CCND2,ENSG00000118971,-1.020745523
PRELID3B,ENSG00000101166,-1.020161013
NXPH4,ENSG00000182379,-1.020133552
RCC1,ENSG00000180198,-1.019963343
ADM,ENSG00000148926,-1.019636517
UMOD,ENSG00000169344,-1.019241103
NMRAL1,ENSG00000274684,-1.019166702
NMRAL1,ENSG00000153406,-1.019166702
DCP2,ENSG00000172795,-1.018969441
TMEM8B,ENSG00000137103,-1.018775791
OR2Y1,ENSG00000174339,-1.018746269
TNC,ENSG00000041982,-1.018473007
ELN,ENSG00000049540,-1.018454969
TIRAP,ENSG00000150455,-1.018308541
RNF111,ENSG00000157450,-1.018179672
RGS20,ENSG00000147509,-1.017795154
SAR1A,ENSG00000079332,-1.017387871
CCR10,ENSG00000184451,-1.016612666
MTUS2,ENSG00000132938,-1.016007273
MRNIP,ENSG00000161010,-1.015652452
MRNIP,ENSG00000283918,-1.015652452
KARS,ENSG00000065427,-1.015448916
LRRK1,ENSG00000154237,-1.015222249
PABPC1,ENSG00000070756,-1.015207527
LRRFIP1,ENSG00000124831,-1.01458934
IL21R,ENSG00000103522,-1.014070413
TMEM243,ENSG00000135185,-1.013896304
CD164L2,ENSG00000174950,-1.01323595
PTBP3,ENSG00000119314,-1.012627147
MYF5,ENSG00000111049,-1.012515434
TCERG1,ENSG00000113649,-1.011931006
ARPP21,ENSG00000172995,-1.011811823
FRG2B,ENSG00000225899,-1.011705843
EFR3A,ENSG00000132294,-1.011251898
FFAR2,ENSG00000126262,-1.011136412
CNR2,ENSG00000188822,-1.011020012
OGFOD3,ENSG00000181396,-1.01090317
DGKQ,ENSG00000145214,-1.010820525
MRPL40,ENSG00000185608,-1.010226418
AMOT,ENSG00000126016,-1.010166126
OR4C45,ENSG00000260811,-1.009595455
TRAIP,ENSG00000183763,-1.009400036
TMEM242,ENSG00000215712,-1.00910626
STUM,ENSG00000203685,-1.009054825
LRRFIP2,ENSG00000093167,-1.008962182
PGLYRP3,ENSG00000159527,-1.008851815
IL20,ENSG00000162891,-1.008694802
ERO1B,ENSG00000086619,-1.008483683
SMOX,ENSG00000088826,-1.008375778
PRDM9,ENSG00000164256,-1.008330918
ZNF629,ENSG00000102870,-1.0081696
VPS28,ENSG00000160948,-1.008063278
VPS28,ENSG00000285339,-1.008063278
NXPE2,ENSG00000204361,-1.008031822
IARS,ENSG00000196305,-1.00801899
MYLK3,ENSG00000140795,-1.00797967
CLU,ENSG00000120885,-1.007338347
FAM81A,ENSG00000157470,-1.006971102
MYBL2,ENSG00000101057,-1.006479513
NRG2,ENSG00000158458,-1.006340182
HNRNPL,ENSG00000104824,-1.006069436
HNRNPL,ENSG00000282947,-1.006069436
CDC27,ENSG00000004897,-1.005915893
KCTD6,ENSG00000168301,-1.00552434
GMDS,ENSG00000112699,-1.004863211
MAP3K10,ENSG00000130758,-1.004817257
EEF1B2,ENSG00000114942,-1.004381402
EEF1B2,ENSG00000283391,-1.004381402
HOXD13,ENSG00000128714,-1.004137046
TLR5,ENSG00000187554,-1.004071626
FAAH,ENSG00000117480,-1.003782287
TIMM29,ENSG00000142444,-1.003642788
PPP1R14A,ENSG00000167641,-1.003602531
PGLS,ENSG00000130313,-1.00314007
KDM1A,ENSG00000004487,-1.003111041
JTB,ENSG00000143543,-1.003010706
MIS12,ENSG00000167842,-1.002687698
TRMT10C,ENSG00000174173,-1.0024333
ABO,ENSG00000281879,-1.002326216
ABO,ENSG00000175164,-1.002326216
ZNF718,ENSG00000250312,-1.001738506
EIF5,ENSG00000100664,-1.001326677
SLC2A10,ENSG00000197496,-1.001090085
ADAP1,ENSG00000105963,-1.000991462
IFT140,ENSG00000187535,-0.999579911
ZNF706,ENSG00000120963,-0.999131701
IWS1,ENSG00000163166,-0.999014329
CHSY1,ENSG00000131873,-0.998798742
GRPEL1,ENSG00000109519,-0.998715088
ZNF358,ENSG00000198816,-0.998045066
RNASE9,ENSG00000188655,-0.997778572
IGFL1,ENSG00000188293,-0.997310441
GPR65,ENSG00000140030,-0.997250984
CPT2,ENSG00000157184,-0.997232088
EYA1,ENSG00000104313,-0.996974668
DAPK2,ENSG00000035664,-0.996626419
TMEM127,ENSG00000135956,-0.996526416
APP,ENSG00000142192,-0.996491241
LDHA,ENSG00000134333,-0.996311857
USP34,ENSG00000115464,-0.996009076
TRAF6,ENSG00000175104,-0.995688155
INVS,ENSG00000119509,-0.995562016
SLC22A6,ENSG00000197901,-0.995511647
VPS13D,ENSG00000048707,-0.995291365
OXR1,ENSG00000164830,-0.995261418
PRXL2A,ENSG00000122378,-0.9950182
CASKIN2,ENSG00000177303,-0.994912402
PRCD,ENSG00000214140,-0.994780549
FAM118A,ENSG00000100376,-0.99409486
PIGS,ENSG00000087111,-0.994069089
KIF9,ENSG00000088727,-0.993945977
CACNA1B,ENSG00000148408,-0.993711087
FABP3,ENSG00000121769,-0.993673083
LSAMP,ENSG00000185565,-0.993650297
FOXC2,ENSG00000176692,-0.99315881
CAAP1,ENSG00000120159,-0.992572962
SRSF9,ENSG00000111786,-0.992330737
DNAJB14,ENSG00000164031,-0.992098251
AHNAK,ENSG00000124942,-0.991586592
SRCAP,ENSG00000080603,-0.991454665
GJD4,ENSG00000177291,-0.990650015
LENG1,ENSG00000278426,-0.990643427
LENG1,ENSG00000276774,-0.990643427
LENG1,ENSG00000276959,-0.990643427
LENG1,ENSG00000278257,-0.990643427
LENG1,ENSG00000277808,-0.990643427
LENG1,ENSG00000276628,-0.990643427
LENG1,ENSG00000275935,-0.990643427
LENG1,ENSG00000278516,-0.990643427
LENG1,ENSG00000277457,-0.990643427
LENG1,ENSG00000105617,-0.990643427
MRPL16,ENSG00000166902,-0.990366899
NIPSNAP2,ENSG00000146729,-0.990128492
RTF2,ENSG00000022277,-0.989829338
PCNT,ENSG00000160299,-0.989777039
DNAJC5,ENSG00000101152,-0.989553404
CT45A5,ENSG00000228836,-0.989353538
TTBK2,ENSG00000128881,-0.988748781
POLR2L,ENSG00000177700,-0.988276349
RACK1,ENSG00000204628,-0.988262265
IL17RA,ENSG00000177663,-0.987719739
GRIP2,ENSG00000144596,-0.987425636
EPHA5,ENSG00000145242,-0.987351225
OR2AG2,ENSG00000188124,-0.987272015
MAU2,ENSG00000129933,-0.98725792
PIWIL3,ENSG00000184571,-0.987254759
CDC42SE2,ENSG00000158985,-0.987118787
CRCT1,ENSG00000169509,-0.986956671
ING3,ENSG00000071243,-0.986784637
C11orf53,ENSG00000150750,-0.986514199
LDLRAD2,ENSG00000187942,-0.986137989
GLS,ENSG00000115419,-0.986015179
FABP4,ENSG00000170323,-0.985613091
MINK1,ENSG00000141503,-0.985550673
ASCL1,ENSG00000139352,-0.985546159
DKK4,ENSG00000104371,-0.985529331
CITED4,ENSG00000179862,-0.985515198
KCNMB1,ENSG00000145936,-0.984837622
KMT2E,ENSG00000005483,-0.984565662
ITFG1,ENSG00000129636,-0.984376629
CHRND,ENSG00000135902,-0.984354152
FAH,ENSG00000103876,-0.984268681
PRKAG1,ENSG00000181929,-0.983039267
ELMOD1,ENSG00000110675,-0.982983166
ADAM8,ENSG00000151651,-0.982940149
LARS,ENSG00000133706,-0.982740091
ANKRD13A,ENSG00000076513,-0.982525099
NQO1,ENSG00000181019,-0.982424087
VTI1A,ENSG00000151532,-0.982392558
SAMM50,ENSG00000100347,-0.982316266
SDE2,ENSG00000143751,-0.98117899
SLC26A7,ENSG00000147606,-0.981035743
STARD7,ENSG00000084090,-0.980656157
COL6A5,ENSG00000172752,-0.979602035
DENND1B,ENSG00000213047,-0.979534686
TXNL1,ENSG00000091164,-0.9793543
TFPI2,ENSG00000105825,-0.979235269
YKT6,ENSG00000106636,-0.979160866
ARRDC4,ENSG00000140450,-0.978468194
GLIPR2,ENSG00000122694,-0.978426697
PIGH,ENSG00000100564,-0.978307785
NPR1,ENSG00000169418,-0.978034417
ALDOC,ENSG00000109107,-0.978026151
PNLIPRP2,ENSG00000266200,-0.977423004
CHRNA3,ENSG00000080644,-0.977023442
TPBG,ENSG00000283085,-0.976302991
TPBG,ENSG00000146242,-0.976302991
YIPF7,ENSG00000177752,-0.976115957
MUC17,ENSG00000169876,-0.975795742
IFT27,ENSG00000100360,-0.975020992
OBP2B,ENSG00000280584,-0.975011932
OBP2B,ENSG00000171102,-0.975011932
TMEM39B,ENSG00000121775,-0.974790217
CFAP126,ENSG00000188931,-0.974756788
E2F5,ENSG00000133740,-0.974599042
LGALS9B,ENSG00000170298,-0.974203058
MTMR3,ENSG00000100330,-0.974134831
SUMO1,ENSG00000116030,-0.973984991
GUCY1A2,ENSG00000152402,-0.973750282
KLHL35,ENSG00000149243,-0.973511422
GPN3,ENSG00000111231,-0.973062564
RPF1,ENSG00000117133,-0.973038638
CNOT10,ENSG00000182973,-0.972977834
HCK,ENSG00000101336,-0.972708191
NPEPPS,ENSG00000141279,-0.972514174
DENND2A,ENSG00000146966,-0.972467899
NECAB2,ENSG00000103154,-0.972007986
CCDC50,ENSG00000152492,-0.971739304
RBM34,ENSG00000188739,-0.971702443
OR2W5,ENSG00000203664,-0.971385877
TCEAL4,ENSG00000133142,-0.971199438
LRP3,ENSG00000130881,-0.970867775
NKD2,ENSG00000276920,-0.970813699
NKD2,ENSG00000145506,-0.970813699
OR8J3,ENSG00000167822,-0.970790052
KLHL41,ENSG00000239474,-0.970724102
TAF10,ENSG00000166337,-0.970538333
DENND5B,ENSG00000170456,-0.970491975
ADPRH,ENSG00000144843,-0.970405422
SCRIB,ENSG00000274287,-0.969725153
SCRIB,ENSG00000180900,-0.969725153
PRICKLE2,ENSG00000163637,-0.969636158
RAD23B,ENSG00000119318,-0.969463256
RUNX3,ENSG00000020633,-0.969358197
HOXC13,ENSG00000123364,-0.969142058
GCG,ENSG00000115263,-0.969077117
BORCS8-MEF2B,ENSG00000064489,-0.968956493
ORC6,ENSG00000091651,-0.968636429
PCDH19,ENSG00000165194,-0.968507137
PKD2L1,ENSG00000107593,-0.96841845
TF,ENSG00000091513,-0.96809039
HDLBP,ENSG00000115677,-0.967519235
SEC61G,ENSG00000132432,-0.967451121
HOXB2,ENSG00000173917,-0.966708658
TLR9,ENSG00000239732,-0.966452746
UNC13A,ENSG00000130477,-0.96640134
INAVA,ENSG00000163362,-0.965705516
RNASE12,ENSG00000258436,-0.965399957
EHMT2,ENSG00000236759,-0.965275698
EHMT2,ENSG00000227333,-0.965275698
EHMT2,ENSG00000232045,-0.965275698
EHMT2,ENSG00000224143,-0.965275698
EHMT2,ENSG00000204371,-0.965275698
EHMT2,ENSG00000238134,-0.965275698
EHMT2,ENSG00000206376,-0.965275698
ARRDC2,ENSG00000105643,-0.965198407
PTPN4,ENSG00000088179,-0.965173474
WRAP53,ENSG00000141499,-0.964046808
MTCH1,ENSG00000137409,-0.963933995
C12orf57,ENSG00000111678,-0.963781909
MLXIP,ENSG00000281178,-0.963436872
MLXIP,ENSG00000175727,-0.963436872
KAT8,ENSG00000103510,-0.963384664
LHX1,ENSG00000274577,-0.963347598
LHX1,ENSG00000273706,-0.963347598
ANGPT4,ENSG00000101280,-0.963075545
FNDC1,ENSG00000164694,-0.962624876
MRPL14,ENSG00000180992,-0.962622563
C20orf144,ENSG00000149609,-0.962394936
MIS18BP1,ENSG00000129534,-0.962385631
PCDH12,ENSG00000113555,-0.962353584
EFNA2,ENSG00000099617,-0.961986562
WDR55,ENSG00000120314,-0.961388456
CENPI,ENSG00000102384,-0.961209539
ASPA,ENSG00000108381,-0.961153051
SERPINB5,ENSG00000206075,-0.961068901
SIGLEC9,ENSG00000129450,-0.960436752
PCDH15,ENSG00000150275,-0.959416355
SLC25A43,ENSG00000077713,-0.959399057
EXOSC5,ENSG00000077348,-0.95818466
